-45,-34,-44,-50,32;8,-48,27,-26,-41;-18,-13,29,-47,-5;47,3,48,-7,31;-49,-11,10,-6,8
-13,19,20,-43,11;38,7,13,-16,-18;-30,-25,49,32,-26;-49,27,19,-13,37;4,15,-34,44,39
13,-30,-9,-40,-12;41,-34,-44,-33,25;-26,-34,21,-19,15;25,17,-27,-25,-27;39,-46,-23,-12,-26
-3,-20,35,27,-18;7,32,-50,-17,20;-2,1,15,46,1;-21,-40,44,-32,-36;29,-31,2,45,-49
-27,-6,-3,28,45;-3,18,41,19,9;48,6,37,-46,-16;-19,4,48,30,30;9,3,32,42,-12
7,-3,47,-42,-39;-10,-3,50,23,-24;-17,-47,41,-39,-11;-41,-36,5,-18,12;31,7,-16,-30,-12
-13,30,34,-46,40;13,45,21,5,44;-46,-6,-32,-40,-32;47,-48,18,31,22;-50,35,11,-23,-11
25,-26,-22,27,-42;5,-39,35,39,-21;-50,-43,16,-4,-11;-13,-15,-42,25,-2;9,34,-33,-5,-3
5,44,-38,40,6;-28,6,-20,5,-12;9,-34,16,-14,14;46,-28,7,37,31;32,-10,22,26,22
-33,6,29,3,8;17,-33,-25,-20,-45;49,11,20,34,-13;-25,47,2,35,-2;22,50,-1,22,30
-39,48,50,-29,2;-25,-15,49,38,-43;8,-2,25,28,-44;3,-25,-18,-20,-46;35,27,-26,-11,31
33,18,24,-25,-9;1,0,16,-13,-39;0,-4,7,38,-35;-41,25,30,45,5;43,-41,-4,-17,0
-20,-47,43,37,-6;-23,36,-21,31,11;25,25,18,31,10;-44,-15,36,-36,29;32,-35,-43,-50,27
46,23,-36,-9,21;7,28,-7,-45,-42;-45,-9,-16,10,-40;11,42,-47,35,14;5,37,-37,23,4
-44,-50,12,-30,-14;-17,37,-6,31,-36;-3,19,-47,34,46;-45,-10,-21,-46,-20;35,4,25,-40,15
45,46,-25,-33,14;-7,-45,22,46,-19;-37,-30,-43,-33,10;-49,31,-45,-35,40;30,0,14,2,32
-47,-39,13,6,35;-41,-28,36,44,17;-4,16,-7,9,-14;2,-47,49,18,-35;8,36,-29,24,-45
-14,17,22,40,-41;-36,-18,-35,-50,32;21,-32,-47,-4,-5;7,10,39,-15,-1;34,34,-18,48,-36
49,-24,19,16,-5;33,-4,-50,-24,-13;-16,-2,8,3,12;0,-46,-20,-19,22;-48,2,-33,-42,8
-1,-6,-31,44,18;-25,25,21,-49,-4;24,4,28,50,-6;-11,49,-43,-47,-47;-29,-12,-47,4,50
-37,-5,1,16,-37;20,24,45,-22,16;-4,0,10,-20,-20;16,-39,-13,-39,-39;44,10,-49,-45,-16
-42,-1,25,34,-25;-46,-50,28,40,-3;-4,23,-35,47,39;12,-11,16,30,-12;37,-15,-3,-19,21
22,10,-32,47,40;6,0,2,-37,38;-20,-29,-49,-24,-39;35,-42,8,37,-1;27,37,-10,-34,-23
7,38,-12,-20,-45;14,-23,-33,43,-25;-38,33,-31,-11,14;11,-31,-39,-17,-39;-31,-10,33,24,13
-29,-31,10,-10,-45;28,19,6,-33,19;42,-26,15,28,-44;-38,18,-50,3,1;-39,24,-24,-12,4
43,22,2,48,-42;31,8,21,-50,-15;25,29,2,-38,31;33,-19,-43,24,-18;-14,40,-34,39,19
25,30,-37,8,11;1,-18,-48,-9,-4;-4,0,36,31,36;39,-17,-24,37,40;10,16,-49,-50,-26
-30,17,26,43,-41;28,25,23,-47,48;-48,-3,3,-20,-39;29,48,41,-20,31;8,-10,-11,-28,26
39,10,7,23,34;19,-17,-39,-42,17;27,43,-33,-34,15;-36,22,-30,-20,-43;38,34,-18,-40,-38
44,-50,50,-5,-11;-9,-19,50,18,-2;22,-31,16,4,40;-40,-42,24,-19,-40;48,40,12,10,-12
-30,-11,20,-46,-48;-49,50,31,-25,5;-16,36,-41,-43,32;-43,23,-19,-36,21;-19,-17,-48,49,-33
-10,-32,27,-34,-38;11,40,47,-39,-14;25,-6,0,40,-27;-40,-20,-40,-42,-33;42,-28,31,18,29
14,34,-4,-20,28;21,29,22,-25,-11;-33,38,-24,-34,42;-7,-19,-38,16,-49;-20,14,-10,6,-8
-17,9,-27,42,-27;-49,22,-9,-40,-43;-29,43,-26,14,39;-6,-22,3,-42,-32;-30,38,-36,0,-27
-39,0,-1,-2,-23;29,-16,-34,27,11;-31,-37,45,7,24;8,-29,41,-8,-43;37,43,-46,41,-20
45,36,38,-14,-35;-19,-46,-18,-20,10;0,29,5,20,-21;2,-20,-44,4,-23;-42,9,40,21,-35
16,26,42,10,50;-11,14,29,-47,-28;-32,-30,-4,38,-24;0,-2,-3,-44,0;32,-29,-38,-48,-5
35,-2,-5,-15,16;10,0,-2,36,-26;34,-33,41,25,21;35,22,-6,-15,19;-19,-7,34,2,-33
27,10,48,-4,0;10,-44,18,1,-28;39,-9,4,8,-7;1,-16,-6,34,37;37,-50,-16,-40,-29
11,-15,27,41,0;50,-34,15,20,-46;-44,-1,2,-10,19;11,23,-36,-39,30;35,-4,9,-6,24
22,-11,17,-4,18;29,-49,7,16,-46;-19,26,20,-44,-32;10,16,13,-49,37;22,-14,-28,15,-18
-15,-12,-31,38,-3;27,38,-28,-23,-48;48,-43,25,-26,19;9,18,-36,22,-39;7,13,12,-11,10
-32,-25,21,-32,31;13,50,35,-14,-26;33,41,16,10,-2;0,-33,-25,-47,-46;-13,-2,-7,50,38
3,-21,-28,-2,26;33,5,38,-33,0;-38,-13,-31,-11,4;-32,-26,24,19,29;-49,-20,29,-49,-1
48,44,43,-23,27;40,-31,5,-17,-46;7,43,-28,-9,32;19,18,-8,9,13;39,50,29,-39,30
47,29,-13,-45,-49;46,38,-21,-13,-6;-48,-34,42,4,-42;9,-49,25,-35,-29;36,-28,31,43,-30
-34,21,31,-37,43;-3,4,8,40,-49;33,5,5,-45,3;24,-45,29,-15,-40;15,-47,-44,29,34
49,18,12,45,31;-33,-44,3,36,-31;-44,-13,-1,35,-36;34,19,-5,-9,-37;-34,24,18,-47,-47
19,-32,-45,49,8;-45,37,-17,17,21;-36,-43,1,-31,19;-49,-17,-28,-4,31;49,41,0,-31,-50
-47,9,24,21,-36;50,-47,-12,-12,-39;-29,22,34,-48,43;38,-37,-44,-31,35;46,41,-5,-46,47
47,49,-38,-20,-17;-19,15,-18,-27,38;-44,49,-44,-47,-50;33,-34,7,-45,-20;-3,15,-11,-35,-34
-14,-50,28,-50,-13;27,-27,-28,-27,-40;-32,21,-19,22,41;-50,7,18,48,-27;-27,-20,26,33,25
-2,-33,34,-49,-36;40,38,31,3,39;2,-41,23,-4,27;30,-45,-34,-16,-42;-29,-42,-12,3,46
15,-39,-43,17,-16;41,-33,8,-47,-32;-35,-47,9,15,5;-43,21,31,1,30;-33,-46,-40,45,24
33,8,-6,43,-6;32,11,9,35,-32;32,-7,-35,1,-17;-22,14,44,30,28;-33,25,-45,42,-10
48,40,7,46,-45;14,-50,40,-25,-42;-47,-33,-11,-2,-26;13,-2,-19,-27,42;46,-45,-33,37,27
35,-30,-31,50,42;22,-1,37,15,29;35,-21,45,-17,24;-20,-17,13,26,42;28,40,41,-11,-2
28,-39,-25,-19,0;-41,28,-18,13,34;-13,8,-10,43,18;16,44,-4,-18,-50;-37,-4,-36,36,-43
43,40,-8,-28,46;37,27,9,-34,-4;-17,-14,-18,-5,21;-14,12,13,-29,1;-48,-19,-26,15,-36
-17,41,16,-1,39;43,7,0,27,-40;-33,-42,10,12,-34;50,-48,-46,-42,-47;40,-6,-32,14,3
-8,39,13,-33,9;28,20,46,3,13;39,-15,-47,24,-5;-43,35,7,39,-18;47,-29,43,26,-22
32,1,7,-24,-18;-24,30,17,36,3;33,-17,-49,-21,35;29,-14,35,-16,-40;14,-23,35,-23,-42
-48,17,25,5,36;-45,26,-50,-15,-36;-26,-1,-29,4,-40;-35,7,-33,32,30;22,-8,-37,-4,25
-24,-29,17,-31,-23;-16,47,-44,-5,2;-9,-28,-14,15,-14;14,-48,-40,-47,-22;33,8,-5,-10,16
-31,25,45,4,-27;-24,-36,-28,39,-33;32,44,-25,-28,40;-26,49,29,-23,-5;40,16,23,14,-28
50,13,-11,34,-18;23,29,35,-7,-32;10,-24,34,2,41;-49,-39,46,-10,29;-24,-13,29,12,5
-7,28,11,-17,-8;-18,7,31,-29,-18;-33,-48,-49,4,-17;-38,5,-32,13,43;39,0,32,43,1
-31,-45,49,-29,-36;1,-11,12,-19,-5;-38,22,28,2,13;38,-11,-36,13,-22;-50,50,5,3,-13
24,-50,-49,35,40;-13,-34,-10,-41,-19;-19,45,-40,-6,-48;-23,-37,15,38,-41;16,-21,-18,12,5
-6,-31,26,28,-49;4,-28,30,-49,-48;-16,25,16,-48,48;35,5,36,-20,28;17,30,-28,2,-2
-46,-17,26,33,-48;-47,11,-33,44,-41;34,-19,-13,-13,-4;50,10,-37,-30,20;47,0,-16,39,47
12,-27,-29,-7,38;-33,7,21,12,-37;5,-50,26,45,-20;17,11,0,12,43;-14,29,6,36,-35
28,5,39,8,48;-5,-23,19,36,45;-6,49,-33,-4,13;-2,21,4,-21,-17;-36,-38,42,-4,17
33,-11,12,-10,-29;-11,-10,50,-15,2;32,-3,12,-12,-9;6,25,-21,43,26;-2,37,-12,-30,-16
-19,41,41,1,-29;-35,15,19,-36,-9;37,-31,-9,24,45;42,-26,19,22,9;24,2,-8,-7,31
-17,7,-10,-39,-26;34,29,-14,7,-30;-42,-3,-44,25,-28;-22,-38,38,-22,-35;28,-18,26,-49,-5
-20,-8,15,-12,-11;-33,-21,-10,46,-16;-24,21,24,-15,-15;-38,14,16,49,-38;2,-13,7,-34,33
-36,-29,-14,-23,43;1,40,-38,-24,-26;25,16,-45,1,-40;-30,-10,-3,-50,9;-18,-23,-28,-15,-35
45,2,-33,38,2;-44,-33,39,-40,-14;15,-9,-1,17,41;-36,-39,-44,-27,0;46,25,47,-17,31
-36,-43,38,-41,-8;4,-24,7,-37,0;-26,-5,47,-17,2;6,-9,16,-30,43;-46,-33,-42,16,-28
-50,-43,41,-18,-13;-49,33,49,-11,-44;28,-23,40,43,-32;2,34,-1,50,35;-34,2,-28,-6,-12
2,-48,-28,38,-38;7,-24,34,21,20;-33,-25,38,34,11;-33,14,10,49,-49;-29,-37,-44,-37,-43
-15,20,10,21,23;26,8,22,18,-30;14,-39,-9,-12,24;6,-24,-7,-12,20;-41,21,-17,-19,-16
43,-8,13,-24,-17;-19,-39,-5,15,13;18,30,12,-27,-18;32,22,-23,7,-5;-17,41,-41,-32,-16
7,25,37,-12,-46;-6,-19,-3,12,30;-17,30,50,22,23;36,13,23,-27,-1;-28,24,45,-12,36
16,-10,41,-42,10;-23,-19,34,36,34;-20,-41,-47,-21,-26;-37,23,-32,48,-6;-13,-43,33,-2,40
-49,45,-14,13,-25;32,18,31,8,-26;-18,16,-19,-49,-28;-44,-46,-10,-37,5;9,7,37,33,-40
2,-40,19,48,-22;1,-43,-25,5,32;-29,48,-6,8,48;40,13,-23,-28,-7;-18,33,-50,44,-26
-36,-40,-3,-33,29;-33,13,10,34,38;43,-46,-32,32,13;33,-16,-32,4,-28;3,7,42,-12,19
-32,-34,-34,38,-50;-10,19,18,-35,12;-33,3,-24,32,-41;-37,12,23,-34,-24;21,-7,-48,-29,11
-38,-45,44,47,-47;-43,11,-3,41,-9;33,-43,13,-32,2;35,-25,50,21,-21;-43,-27,-31,1,41
33,21,-44,3,-46;48,15,-27,44,-2;40,-44,-35,2,15;-25,-49,-20,42,-24;-25,-5,15,-45,-23
-48,43,40,17,15;-13,33,-15,38,-7;-32,49,27,-37,-4;-21,42,33,9,-16;23,-8,4,35,25
5,-3,-44,24,-24;-50,-15,-47,-46,-12;17,35,-16,-28,-41;45,-39,30,46,-7;-18,7,0,-19,33
-50,-46,10,-20,46;-37,-33,27,7,10;-38,-39,-12,40,-48;-8,-30,-45,9,1;43,16,43,14,6
8,-7,-16,-9,32;13,11,-38,20,10;-17,-35,-8,-41,37;7,-33,33,-50,20;16,36,17,7,34
-19,36,-44,27,-25;28,32,-13,-1,25;-30,21,4,22,-3;10,7,-26,-49,17;23,-21,19,47,-39
38,-10,17,-15,-8;-50,5,39,-43,25;34,29,-1,-11,18;45,27,-37,-33,-34;13,0,3,-20,-11
-6,21,-48,-18,11;-13,43,-22,13,15;-6,-35,-17,-49,-15;-42,48,-34,-27,50;-25,-18,20,-19,-26
3,21,-35,21,-44;15,-40,50,-10,-27;36,18,35,-44,-41;30,-14,21,-34,-17;7,-8,-1,-14,28
23,-2,-22,4,29;19,10,-45,-46,28;-29,46,-9,-20,38;11,39,31,46,10;-25,-11,-11,12,47
-7,42,-46,-33,-23;15,-9,14,9,-17;-39,-25,26,31,-8;-5,-2,8,-31,13;47,-13,22,19,-9
-7,-42,-39,-13,29;-46,-10,41,-49,-46;-21,-19,46,26,9;-32,32,36,5,32;-46,-19,38,-20,-45
-18,-22,-47,10,44;23,3,42,-38,3;39,25,28,-40,49;9,-44,-27,30,-21;23,45,26,10,-29
28,46,50,38,32;-1,36,4,18,-39;-44,-46,-33,29,21;20,-50,15,42,-48;-48,28,-36,42,27
-45,-16,26,7,-45;-21,39,46,12,-42;18,47,-15,35,-37;24,-48,16,48,-21;45,49,17,-19,-3
-5,-28,-14,-31,28;-6,-50,-27,33,10;-45,40,36,-27,11;-2,-18,-42,38,-37;46,2,-9,20,-14
-16,16,-36,19,39;-43,46,28,18,-44;-24,3,-38,34,3;49,8,5,34,1;7,43,5,-23,-43
50,-37,-19,38,-29;-46,-26,-31,10,-15;-25,-27,38,28,31;-15,-32,-13,33,-25;47,35,27,-10,-20
-49,-9,-39,-18,-25;-13,-25,12,20,-34;14,-32,4,32,38;35,-18,10,-30,40;-23,22,-4,-15,-2
26,39,-25,13,-25;-38,42,18,20,0;-2,13,32,28,33;-47,-42,41,-36,-18;-48,-38,23,47,-35
-9,-25,0,-43,32;-46,-28,37,-42,6;11,-12,9,-11,46;-18,5,-4,8,-49;21,12,10,-27,-11
-48,27,42,-40,-3;-29,-39,11,0,-38;-21,15,-2,48,-27;13,-50,8,-25,3;-5,-29,34,11,50
-41,6,-26,37,-50;-44,13,26,-34,-25;-7,-38,-50,26,46;-18,-42,-7,5,1;-2,22,4,17,-34
23,5,48,37,5;-43,12,-49,-11,-13;2,-27,22,27,-25;0,27,-8,6,44;25,13,-30,2,-21
13,-35,-25,1,-9;-13,-21,38,-25,-34;48,49,50,21,22;-21,-39,47,8,-39;24,-38,46,16,-40
-28,3,-7,-44,2;12,14,-1,-14,20;-22,27,-6,14,13;-3,-22,-26,6,-11;-1,1,28,42,-1
30,29,38,5,-44;25,8,40,23,26;2,-21,-29,-1,-38;5,-10,-30,-27,28;24,-11,1,-12,48
44,-16,2,35,45;-29,-14,-35,50,19;49,27,48,50,-4;-43,24,38,22,50;-29,40,-40,23,19
12,7,-15,-33,6;16,26,0,17,-31;-16,-37,-18,-40,-27;-40,8,41,-8,-13;-21,12,30,-18,13
31,39,-29,-29,47;-44,-18,37,-50,-12;26,-27,-37,-31,-6;47,-23,24,-16,-29;-31,18,-13,-7,10
23,0,3,41,-41;-36,23,4,12,-8;21,8,-46,7,-13;-50,-50,2,-29,-35;-46,18,-15,-49,-37
-16,-46,19,-32,-26;-29,21,-3,-30,-39;-43,-14,35,15,30;-6,-16,-35,0,-42;-45,27,-1,11,-29
47,-30,-27,11,6;32,6,-40,-9,-21;36,33,-48,0,0;4,30,-4,25,14;-6,37,22,-7,-12
-32,0,-32,27,-47;44,-26,15,-14,13;-29,-25,-1,33,-11;13,48,33,-22,38;29,2,1,-9,11
6,1,37,-47,-14;8,-20,35,-28,-20;6,32,22,49,-40;4,10,4,-23,-36;3,-38,-43,-2,20
35,-23,35,-19,-34;-49,33,-11,-5,-27;0,22,-25,38,12;-32,-19,19,33,28;1,41,13,13,-32
-24,-44,-17,-2,49;13,-47,-43,5,-5;12,-29,40,38,-21;-1,-30,6,-37,16;-14,26,32,-31,-16
-24,0,-44,-21,-26;-13,-42,17,19,5;25,-28,45,-13,17;21,-1,-37,-15,39;-45,13,-40,22,21
43,-16,3,44,37;46,50,-7,-11,21;24,-37,20,-33,-39;31,18,50,33,-44;4,49,-22,-2,-20
48,-36,2,-44,32;-49,-18,-23,-18,-43;5,21,3,-24,-50;27,50,-6,-8,25;5,35,-13,-36,-46
26,48,6,-4,-35;-49,41,19,-38,16;24,-10,-14,-36,32;-14,-34,12,-29,36;33,-42,-22,-19,39
5,-5,44,29,-8;26,-11,9,27,-4;-18,-30,49,-48,-9;2,-4,-32,2,-42;-3,-9,-3,41,13
-39,-24,18,-7,47;33,36,-25,48,47;-5,-37,31,23,-10;43,-7,-32,46,23;-14,25,19,-25,27
10,44,50,-21,-10;-28,-48,-38,46,44;32,26,-43,-2,-9;13,0,-36,37,-31;-17,-37,-30,4,-4
-50,-31,42,-39,-39;-36,-16,-43,-24,21;-30,-31,-12,19,27;-22,-12,-2,-24,32;9,-48,29,24,38
50,-44,-45,31,26;-10,-1,-3,25,33;-28,-40,16,-33,-28;3,29,32,-9,-40;-11,1,-17,-44,22
-45,-38,-6,25,-17;-12,-31,-35,-39,-46;-43,-43,31,34,-22;12,15,-10,24,-48;21,-45,-44,-7,43
-17,-48,27,14,24;-36,10,-47,-19,-43;-42,-19,19,-2,-21;11,28,-34,35,-18;45,2,20,5,-28
2,40,-1,28,21;-21,24,-21,39,46;-15,29,-20,11,26;-41,-28,-15,-21,-36;4,27,4,-42,4
16,41,-21,38,-16;-9,-46,17,34,-45;40,-6,6,-41,15;-43,-20,-22,-33,-28;44,-46,40,-23,-23
41,-13,-26,7,29;-6,-20,7,-5,-47;-23,32,-4,13,50;46,-50,20,16,-18;42,47,21,12,-2
47,2,-14,-48,31;-18,-44,2,-49,-11;16,18,15,49,-15;-49,1,-2,45,41;-6,-46,-37,-9,15
2,33,50,8,49;5,34,-15,19,-19;32,-42,36,-1,44;32,-21,-27,38,18;24,35,-36,-31,17
-20,13,-31,-13,37;48,32,-23,36,0;-8,-17,-6,-37,-25;21,39,44,-50,-3;19,-34,48,21,37
-23,-39,-33,40,43;-11,44,11,-37,40;0,-18,44,-2,2;-47,5,25,-23,17;-19,-46,8,23,35
28,48,-31,35,-44;3,17,7,30,24;48,16,8,7,-18;-41,-39,38,21,-1;5,-5,11,0,-41
30,18,-7,30,-50;28,-35,43,-35,-49;-36,20,11,46,-1;-48,45,-34,45,38;17,19,33,0,44
9,-40,3,33,3;-40,-6,-13,-40,-11;27,38,40,28,-1;-43,-38,30,-38,36;-7,12,-30,27,-17
40,39,10,-21,-38;31,33,-19,-17,-38;-23,27,-31,-35,-27;39,-5,50,44,-14;35,9,-19,33,12
46,-3,24,28,33;-37,17,24,2,30;-45,-3,-34,-49,36;-20,-34,4,4,-49;40,-8,23,-30,30
4,-26,1,11,37;-2,-25,40,49,20;-26,-15,-32,8,47;-10,-11,-30,-28,-19;42,-7,-11,13,-7
39,20,-19,-8,-28;-17,-7,-48,26,-42;-46,-16,-42,14,24;33,-38,42,-28,-44;-15,50,-27,5,3
47,18,39,37,37;-22,-27,-28,27,-3;-47,49,-7,-25,47;16,-13,-50,-15,-1;3,-27,-5,-44,19
22,22,-47,-6,-9;18,-40,-3,1,-10;-18,9,24,42,8;47,-30,0,-29,32;0,-10,2,-15,11
45,3,45,25,-21;-15,40,-4,26,-13;-43,-12,32,15,19;-30,32,23,-9,-35;-49,-23,-32,40,-2
46,12,-37,36,46;33,-43,28,-10,5;28,34,-37,-50,-16;20,-9,-45,-21,-26;15,-1,-43,-19,-37
23,-29,41,15,46;-46,-28,19,4,19;-41,1,2,31,-33;-44,14,-20,-18,37;-36,-28,-11,10,49
32,-16,13,17,-50;-30,29,-34,38,24;15,12,-20,31,-28;31,-42,50,-36,-4;-8,15,-50,-46,-39
26,-12,-35,0,12;-22,-23,-10,-35,-39;46,-16,-47,-17,-16;11,-34,-23,12,34;-43,2,-37,-39,22
-9,-2,5,-12,-16;32,16,27,26,-49;13,-12,-31,12,33;-16,43,9,49,-36;32,-32,-6,-15,-27
-47,47,19,8,46;-25,-27,-22,-30,25;-12,-33,-49,25,-37;-35,9,26,45,-35;22,9,-20,-14,-4
24,48,2,-48,32;27,29,44,-15,47;-17,16,-26,-13,26;5,46,42,21,-48;24,34,-11,12,-5
49,-14,-33,20,-37;47,10,49,38,20;24,-7,16,-39,19;-27,31,11,-18,-35;12,-6,-41,-22,-10
-27,50,-26,-10,-4;10,2,11,-9,31;-13,-3,15,-37,-5;26,4,-14,7,38;-43,26,-19,-26,-8
12,1,-34,9,33;16,-49,32,10,3;35,31,17,-42,-33;-9,18,-37,-1,41;-27,20,48,40,46
-19,10,6,-35,-24;5,-30,-36,22,37;10,45,-10,19,43;-21,-30,-32,4,0;-16,4,-18,-38,39
1,-28,13,-17,-5;43,26,-5,15,-16;1,-36,-6,44,-13;-35,-9,28,8,47;21,10,15,-19,27
-17,48,-11,12,-41;-19,33,-22,-19,-15;-38,-50,-35,33,11;3,-13,14,3,-38;-2,47,-3,-10,33
-37,17,13,-19,-45;-11,-43,21,-50,-34;15,16,-2,-21,-12;-27,47,9,6,-18;-46,-3,49,-38,9
-30,-32,42,-24,28;-12,-21,44,26,-33;29,1,-45,47,-2;41,-3,-14,29,49;-8,-22,-36,48,23
16,-34,0,34,4;-21,-48,5,34,45;-9,-35,-44,-20,43;-24,-24,20,38,-44;-6,27,-3,-32,13
21,40,41,-49,-37;-48,21,-13,-3,23;12,24,-43,47,-28;15,-49,1,42,22;18,8,-19,-30,9
-43,-43,-23,-1,7;-38,-36,-1,-37,38;-32,-12,31,-33,-8;19,27,-24,30,8;31,-46,-43,6,-12
20,-13,-46,-48,4;39,-36,12,35,25;-9,32,33,-30,36;-31,-42,-2,20,6;7,-2,21,-37,42
-41,5,-21,34,-41;24,-30,-8,-33,-37;27,2,7,0,-24;44,-18,46,-23,-46;47,-28,38,-3,47
-1,-11,37,14,10;43,-28,-42,32,36;38,14,-2,-6,-5;-38,-19,-18,-2,-25;-49,35,12,40,-50
37,-17,-42,-16,-18;21,21,36,17,-13;6,37,-41,-14,-50;49,-31,24,-27,8;41,-40,25,29,29
32,29,16,36,-39;19,-10,7,-34,-24;44,32,-7,21,-39;-8,9,49,-25,-47;-40,36,-17,-27,23
-16,43,1,-28,6;-29,-10,-43,-30,32;26,-29,-41,-2,38;7,50,-33,22,21;-26,39,-30,40,1
17,-49,-8,8,19;7,-28,12,-14,13;-35,43,48,44,-22;15,22,25,41,-8;40,-11,-18,-18,37
-20,26,39,-24,-9;-5,-16,-39,-2,47;-25,-47,-49,38,-14;-40,48,-48,-33,-45;27,-49,-28,19,-41
-28,-20,-38,18,-26;4,13,14,6,37;6,41,29,-25,23;-1,-4,3,12,18;45,18,9,36,-29
-34,-3,20,-2,-33;10,49,31,-26,-9;33,-41,34,-16,-45;4,-23,30,-33,-35;48,39,-21,37,29
-28,-29,16,-15,-2;-4,-1,-8,37,34;0,35,-48,0,4;32,-29,38,-39,45;-24,-20,-24,47,1
-20,16,34,44,13;19,-20,-30,-9,6;38,50,31,24,-47;12,38,45,17,18;-37,19,-34,44,-23
-29,17,42,-25,20;-40,-32,-21,4,14;-30,19,48,-29,-40;-17,33,22,29,-5;12,20,-18,-46,-27
-44,-18,43,-26,32;26,-39,-31,11,-7;-41,35,38,-42,-25;-1,-18,6,39,35;-1,-13,-10,-46,6
-16,-49,-40,37,-16;-22,23,4,5,-43;43,47,-44,20,-44;-13,-25,44,-2,-43;-2,-10,-2,39,38
7,12,-48,-38,14;-39,44,-48,39,34;-28,-3,-37,-42,-9;-33,7,-50,27,12;-34,31,-40,-46,17
-37,35,21,-2,50;31,37,14,37,13;35,43,-12,-3,21;-6,1,46,16,2;-49,-3,-16,-25,14
-48,-20,6,27,-34;-43,-21,31,14,-37;-26,-35,-21,-41,-3;-50,-48,42,-12,-37;-31,33,-41,26,-12
13,-32,21,-9,-31;-5,-49,10,7,-25;-40,-45,15,43,30;39,-41,15,12,8;-11,-24,20,-30,-50
-32,32,3,-39,19;-35,2,-13,-31,-28;-23,-17,-39,28,-40;9,19,13,49,18;-23,-22,39,18,-39
-21,26,-6,0,-7;12,34,6,-50,-22;-3,-42,6,-30,-11;-34,27,10,-27,-25;-47,23,-31,-12,-4
-44,1,-31,34,39;36,-32,-48,-40,5;-31,-16,-33,28,-47;-21,-23,-19,-32,18;-25,-48,2,11,26
-41,18,-49,12,48;-16,39,15,31,21;50,41,0,3,-18;20,4,-41,-3,-37;-43,0,40,-34,-16
-19,-41,-18,9,8;-14,38,-6,22,33;-33,14,-36,15,-50;41,40,40,20,45;-8,10,-23,-38,-19
-17,5,19,-20,50;15,36,5,33,23;29,-22,40,20,17;-22,3,-46,-18,-43;-38,-25,-21,-28,30
-5,-45,15,-37,48;-48,-23,-25,-46,-49;-31,10,-27,29,36;26,31,-21,-42,-27;44,-35,-28,16,6
-47,-38,33,25,-34;44,-17,-41,35,6;5,-25,-2,-5,15;-18,0,21,-5,-14;7,-12,19,-3,-31
33,-16,-47,49,13;-21,7,-46,31,26;39,-34,33,44,28;-43,26,27,19,-22;-30,-6,-26,-27,2
-39,20,-48,2,-5;49,-47,-27,26,-6;-7,-2,-38,31,43;2,44,-30,25,37;44,-24,-3,-2,-18
21,-48,24,-15,-22;-28,8,5,10,38;-37,-43,-27,-33,-49;1,11,31,-40,-41;-39,-29,40,19,-44
-21,-27,-14,29,8;-32,-50,43,-22,-41;-2,-38,43,-49,17;32,36,-7,-49,17;-6,-38,-37,-10,-43
11,-43,-3,44,24;33,41,-25,43,-28;-16,-7,-27,-31,-21;39,18,14,-39,-14;-48,16,-14,-43,-50
-9,30,40,-36,-41;8,44,5,-32,-23;-25,14,-19,24,-29;32,31,44,-42,-50;-49,-11,16,-38,-43
31,19,-20,47,47;22,14,29,25,-50;-32,-10,-36,40,47;-1,-38,34,34,-49;35,17,4,-11,-11
40,-30,-13,21,7;18,12,-48,-34,-19;-31,49,-26,30,18;-9,-23,38,-7,-38;38,2,-35,-43,-23
10,-28,40,-2,-26;-42,0,-11,26,27;46,-47,-12,-34,21;-6,-14,44,24,2;3,7,-14,-38,-36
-22,-49,29,4,11;-28,-42,-2,43,8;2,43,-3,28,31;-7,-6,-39,-34,-47;-30,-12,-19,45,-30
-2,-40,-2,-6,-2;-9,3,49,6,-43;-5,-29,-48,2,-16;-35,15,-29,-30,2;37,23,-40,12,-25
4,-32,-39,-19,-17;50,44,-32,-7,-24;-5,-28,42,-30,-45;48,-27,-27,-12,-42;-1,42,-50,-23,34
22,-9,49,18,50;22,11,-36,-38,43;12,-3,-13,11,33;-3,6,46,-11,-29;43,-25,43,29,31
42,-36,27,25,-11;1,25,39,-45,11;12,-16,-22,41,-18;-11,-28,47,45,-12;-50,14,-6,-32,31
23,32,40,18,-46;36,-31,1,-36,44;-45,-42,19,19,42;11,0,8,-17,8;27,30,16,-43,-4
-24,41,4,-1,21;18,23,24,-44,-41;-19,-13,4,2,17;-44,-31,39,40,20;41,-29,37,46,6
-16,42,-18,23,-44;-49,-40,49,-9,26;39,38,-35,-12,-35;-43,-3,-32,-47,-47;-9,-49,-16,-26,13
-46,47,-41,-4,-39;-49,-21,47,-12,-49;5,16,-48,-33,-45;7,6,39,-27,16;-10,-15,49,30,-41
-46,26,-49,1,-29;34,-43,-10,33,12;35,45,-11,44,-39;-8,50,-38,-3,22;36,22,0,2,26
-25,-38,-4,-7,34;9,0,-3,-26,3;-5,-48,-13,0,9;-23,31,-24,-1,44;-24,35,-34,-47,-35
29,18,3,-36,-18;32,-27,-21,11,-23;38,30,1,-24,-14;45,35,33,41,10;-18,-24,4,-3,-35
40,49,-1,23,41;-49,-7,11,-34,12;10,46,-50,-46,-16;19,-10,-17,-13,-6;-31,-28,-12,-16,35
